STATE/UT,YEAR,Crime Head,Number Of Cases In Which Property - Stolen,Number Of Cases In Which Property - Recovered,Value Of Property (in rupees) - Stolen,Value Of Property (in rupees) - Recovered
Uttar Pradesh,2004,OTHER KINDS OF PROP. OFF.,741,634,61221685,60031301
Uttar Pradesh,2004,C.B. OF TRUST,172,78,55810058,55244612
Uttar Pradesh,2005,C.B. OF TRUST,356,142,32977266,18480285
Uttar Pradesh,2005,DACOITY,216,146,60477237,37886988
Uttar Pradesh,2005,TOTAL (MANUAL),23644,7898,965375333,547115327
Uttar Pradesh,2005,ROBBERY,1621,854,147111016,64892746
Uttar Pradesh,2005,OTHER KINDS OF PROP. OFF.,398,478,58229810,133239605
Uttar Pradesh,2005,THEFTS,17557,5425,500125253,205265891
Uttar Pradesh,2005,BURGLARY,3496,853,166454751,87349812
Uttar Pradesh,2006,C.B. OF TRUST,599,284,32401924,22854450
Uttar Pradesh,2006,THEFTS,17665,5670,565738249,292485787
Uttar Pradesh,2006,DACOITY,107,85,42634147,26236571
Uttar Pradesh,2006,ROBBERY,1565,851,147203219,78744260
Uttar Pradesh,2006,OTHER KINDS OF PROP. OFF.,364,363,67459510,460283457
Uttar Pradesh,2006,TOTAL (MANUAL),23845,8133,1087334791,1000583842
Uttar Pradesh,2006,BURGLARY,3545,880,231897742,119979317
Uttar Pradesh,2007,ROBBERY,1417,827,145391089,69751301
Uttar Pradesh,2007,TOTAL (MANUAL),26858,9068,1259783227,733279256
Uttar Pradesh,2007,OTHER KINDS OF PROP. OFF.,556,543,32157305,43181964
Uttar Pradesh,2007,C.B. OF TRUST,1566,900,79013060,40964993
Uttar Pradesh,2007,THEFTS,19325,5704,856433116,525229112
Uttar Pradesh,2007,BURGLARY,3869,996,119989378,39582906
Uttar Pradesh,2007,DACOITY,125,98,26799279,14568980
Uttar Pradesh,2008,OTHER KINDS OF PROP. OFF.,264,251,30974385,28613191
Uttar Pradesh,2008,DACOITY,103,84,38492225,29359674
Uttar Pradesh,2008,ROBBERY,1404,909,189676793,106286964
Uttar Pradesh,2008,BURGLARY,4142,1182,402284871,294258481
Uttar Pradesh,2008,THEFTS,21370,6325,988468154,642495682
Uttar Pradesh,2008,C.B. OF TRUST,2008,1095,170207541,60772740
Uttar Pradesh,2008,TOTAL (MANUAL),29291,9846,1820103969,1161786732
Uttar Pradesh,2009,ROBBERY,1629,1017,185440605,107357275
Uttar Pradesh,2009,BURGLARY,4084,1070,149793453,48291629
Uttar Pradesh,2009,THEFTS,24983,5701,736868327,252117209
Uttar Pradesh,2009,TOTAL (MANUAL),32243,8588,1240903869,501281580
Uttar Pradesh,2009,DACOITY,149,112,87757928,46315880
Uttar Pradesh,2009,C.B. OF TRUST,1176,493,48400340,21525323
Uttar Pradesh,2009,OTHER KINDS OF PROP. OFF.,222,195,32643216,25674264
Uttar Pradesh,2010,THEFTS,27487,5844,768097095,258433654
Uttar Pradesh,2010,C.B. OF TRUST,864,293,65056558,39895913
Uttar Pradesh,2010,TOTAL (MANUAL),35068,9130,1442670414,577591772
Uttar Pradesh,2010,BURGLARY,4073,1174,231223128,68265034
Uttar Pradesh,2010,ROBBERY,2007,1223,246998602,121061420
Uttar Pradesh,2010,DACOITY,170,134,78967688,48700047
Uttar Pradesh,2010,OTHER KINDS OF PROP. OFF.,467,462,52327343,41235704
Uttar Pradesh,2011,C.B. OF TRUST,817,310,52616559,30264786
Uttar Pradesh,2011,ROBBERY,2566,1469,301917530,159578846
Uttar Pradesh,2011,THEFTS,33050,6892,1036849989,313518426
Uttar Pradesh,2011,BURGLARY,4895,1260,290500731,95064413
Uttar Pradesh,2011,TOTAL (MANUAL),42542,10713,1931841463,767155353
Uttar Pradesh,2011,OTHER KINDS OF PROP. OFF.,985,602,112087976,87686257
Uttar Pradesh,2011,DACOITY,229,180,137868678,81042625
Uttar Pradesh,2012,COMP. TOTAL (6 TO 15),43893,10978,2272741275,830733671
Uttar Pradesh,2012,DACOITY,211,171,115044586,62358009
Uttar Pradesh,2012,OTHER KINDS OF PROP. OFF.,576,438,45195665,35720280
Uttar Pradesh,2012,C.B. OF TRUST,222,119,75211101,34365200
Uttar Pradesh,2012,THEFTS,34757,7471,1311138853,428916054
Uttar Pradesh,2012,BURGLARY,5452,1281,342464004,81777396
Uttar Pradesh,2012,ROBBERY,2675,1498,383687066,187596732
Uttar Pradesh,2012,TOTAL (MANUAL),43893,10978,2272741275,830733671
Uttarakhand,2001,BURGLARY,533,78,9915454,1005993
Uttarakhand,2001,THEFTS,1419,387,26931977,11847788
Uttarakhand,2001,C.B. OF TRUST,171,2,35494787,26000
Uttarakhand,2001,OTHER KINDS OF PROP. OFF.,0,0,0,0
Uttarakhand,2001,ROBBERY,191,73,6580931,2195628
Uttarakhand,2001,DACOITY,32,9,5557695,779995
Uttarakhand,2001,TOTAL (MANUAL),2346,549,84480844,15855404
Uttarakhand,2002,DACOITY,25,15,3389600,1565980
Uttarakhand,2002,C.B. OF TRUST,0,0,0,0
Uttarakhand,2002,THEFTS,1257,424,27256832,9639452
Uttarakhand,2002,BURGLARY,496,113,14733698,3509806
Uttarakhand,2002,TOTAL (MANUAL),1939,623,51953575,16294408
Uttarakhand,2002,ROBBERY,161,71,6573445,1579170
Uttarakhand,2002,OTHER KINDS OF PROP. OFF.,0,0,0,0
Uttarakhand,2003,DACOITY,18,14,2322859,128500
Uttarakhand,2003,THEFTS,1277,456,29627660,9862668
Uttarakhand,2003,C.B. OF TRUST,0,0,0,0
Uttarakhand,2003,OTHER KINDS OF PROP. OFF.,0,0,0,0
Uttarakhand,2003,TOTAL (MANUAL),1948,672,51537513,16482052
Uttarakhand,2003,BURGLARY,513,122,11715052,3045988
Uttarakhand,2003,ROBBERY,140,80,7871942,3444896
Uttarakhand,2004,ROBBERY,134,61,6411727,2925745
Uttarakhand,2004,DACOITY,31,17,5562841,1098413
Uttarakhand,2004,THEFTS,1500,480,31592072,8351243
Uttarakhand,2004,BURGLARY,516,100,14665091,3700267
Uttarakhand,2004,OTHER KINDS OF PROP. OFF.,0,0,0,0
Uttarakhand,2004,TOTAL (MANUAL),2181,658,58231731,16075668
Uttarakhand,2004,C.B. OF TRUST,0,0,0,0
Uttarakhand,2005,DACOITY,44,22,4136113,2121650
Uttarakhand,2005,TOTAL (MANUAL),2186,717,69814936,20230893
Uttarakhand,2005,OTHER KINDS OF PROP. OFF.,0,0,0,0
Uttarakhand,2005,C.B. OF TRUST,0,0,0,0
Uttarakhand,2005,THEFTS,1515,537,45201377,12182738
Uttarakhand,2005,BURGLARY,489,99,12112071,1348660
Uttarakhand,2005,ROBBERY,138,59,8365375,4577845
Uttarakhand,2006,TOTAL (MANUAL),1922,723,69956644,20570400
Uttarakhand,2006,OTHER KINDS OF PROP. OFF.,0,0,0,0
Uttarakhand,2006,BURGLARY,410,114,14234550,4488841
Uttarakhand,2006,THEFTS,1369,543,47167576,13914105
Uttarakhand,2006,ROBBERY,113,49,6014979,1663815
Uttarakhand,2006,DACOITY,30,17,2539539,503639
Uttarakhand,2006,C.B. OF TRUST,0,0,0,0
Uttarakhand,2007,THEFTS,1500,541,64253489,22416183
Uttarakhand,2007,DACOITY,33,24,7537259,767276
Uttarakhand,2007,BURGLARY,508,146,23893784,5773177
Uttarakhand,2007,C.B. OF TRUST,0,0,0,0
Uttarakhand,2007,OTHER KINDS OF PROP. OFF.,0,0,0,0
Uttarakhand,2007,TOTAL (MANUAL),2185,780,103755889,33282046
Uttarakhand,2007,ROBBERY,144,69,8071357,4325410
Uttarakhand,2008,ROBBERY,115,80,13022462,6102530
Uttarakhand,2008,OTHER KINDS OF PROP. OFF.,0,0,0,0
Uttarakhand,2008,C.B. OF TRUST,0,0,0,0
Uttarakhand,2008,THEFTS,1532,529,76043421,20803568
Uttarakhand,2008,TOTAL (MANUAL),2033,759,109696729,32982620
Uttarakhand,2008,BURGLARY,376,144,17604646,3439522
Uttarakhand,2008,DACOITY,10,6,3026200,2637000
Uttarakhand,2009,ROBBERY,151,97,11543328,7382290
Uttarakhand,2009,THEFTS,1340,590,65840720,17919481
Uttarakhand,2009,DACOITY,24,22,3599100,2499500
Uttarakhand,2009,C.B. OF TRUST,0,0,0,0
Uttarakhand,2009,OTHER KINDS OF PROP. OFF.,0,0,0,0
Uttarakhand,2009,TOTAL (MANUAL),1791,836,94997882,31904184
Uttarakhand,2009,BURGLARY,276,127,14014734,4102913
Uttarakhand,2010,OTHER KINDS OF PROP. OFF.,0,0,0,0
Uttarakhand,2010,C.B. OF TRUST,0,0,0,0
Uttarakhand,2010,THEFTS,1779,721,80909756,32129306
Uttarakhand,2010,ROBBERY,152,100,14016919,8107570
Uttarakhand,2010,TOTAL (MANUAL),2234,964,123398840,47135685
Uttarakhand,2010,BURGLARY,294,135,19245615,4352459
Uttarakhand,2010,DACOITY,9,8,9226550,2546350
Uttarakhand,2011,TOTAL (MANUAL),2534,1026,176721043,61289912
Uttarakhand,2011,DACOITY,10,8,12784000,6220837
Uttarakhand,2011,THEFTS,2033,761,123857787,40466095
Uttarakhand,2011,ROBBERY,162,92,26028775,9897250
Uttarakhand,2011,C.B. OF TRUST,0,0,0,0
Uttarakhand,2011,OTHER KINDS OF PROP. OFF.,0,0,0,0
Uttarakhand,2011,BURGLARY,329,165,14050481,4705730
Uttarakhand,2012,ROBBERY,128,91,28060535,17281102
Uttarakhand,2012,THEFTS,1882,765,113289555,42036593
Uttarakhand,2012,TOTAL (MANUAL),2403,1061,193728474,84116752
Uttarakhand,2012,DACOITY,21,18,11065000,8553225
Uttarakhand,2012,BURGLARY,372,187,41313384,16245832
Uttarakhand,2012,C.B. OF TRUST,0,0,0,0
Uttarakhand,2012,OTHER KINDS OF PROP. OFF.,0,0,0,0
Uttarakhand,2012,COMP. TOTAL (6 TO 15),2403,1061,193728474,84116752
West Bengal,2001,ROBBERY,660,199,26486786,8666704
West Bengal,2001,BURGLARY,426,100,12787328,3066048
West Bengal,2001,THEFTS,14245,3464,230084141,60043586
West Bengal,2001,C.B. OF TRUST,486,124,25812306,8830089
West Bengal,2001,OTHER KINDS OF PROP. OFF.,2113,373,104181303,18386936
West Bengal,2001,TOTAL (MANUAL),18204,4359,427887883,111594745
West Bengal,2001,DACOITY,274,99,28536019,12601382
West Bengal,2002,OTHER KINDS OF PROP. OFF.,5016,1367,87884434,39580269
West Bengal,2002,THEFTS,12449,2257,266396306,73654264
West Bengal,2002,ROBBERY,544,195,26993643,8759272
West Bengal,2002,DACOITY,204,104,26009156,10394269
West Bengal,2002,TOTAL (MANUAL),19012,4274,455513698,141080560
West Bengal,2002,BURGLARY,348,128,14912291,1701319
West Bengal,2002,C.B. OF TRUST,451,223,33317868,6991167
West Bengal,2003,ROBBERY,598,237,25410123,8650756
West Bengal,2003,BURGLARY,342,101,11762330,2966663
West Bengal,2003,THEFTS,12613,2938,360513463,72772518
West Bengal,2003,OTHER KINDS OF PROP. OFF.,1470,770,52137501,19879150
West Bengal,2003,C.B. OF TRUST,378,188,67300317,14821711
West Bengal,2003,TOTAL (MANUAL),15618,4340,556555474,132050530
West Bengal,2003,DACOITY,217,106,39431740,12959732
West Bengal,2004,THEFTS,14465,3543,391864282,80910974
West Bengal,2004,OTHER KINDS OF PROP. OFF.,1495,705,46989588,17685307
West Bengal,2004,BURGLARY,547,129,12198178,3076728
West Bengal,2004,TOTAL (MANUAL),17679,4854,586035607,134405024
West Bengal,2004,ROBBERY,535,205,24286195,8811553
West Bengal,2004,DACOITY,212,88,38572732,8877022
West Bengal,2004,C.B. OF TRUST,425,184,72124632,15043440
West Bengal,2005,C.B. OF TRUST,528,207,54200583,14233729
West Bengal,2005,BURGLARY,739,137,19919581,3379931
West Bengal,2005,THEFTS,12124,3192,253606057,54647902
West Bengal,2005,TOTAL (MANUAL),15448,4435,496521039,109385164
West Bengal,2005,OTHER KINDS OF PROP. OFF.,1420,678,130840452,25154150
West Bengal,2005,DACOITY,211,67,24361976,7527867
West Bengal,2005,ROBBERY,426,154,13592390,4441585
West Bengal,2006,OTHER KINDS OF PROP. OFF.,1466,744,157963244,24807456
West Bengal,2006,DACOITY,177,63,21667478,5459381
West Bengal,2006,TOTAL (MANUAL),15721,3600,586751748,121322464
West Bengal,2006,C.B. OF TRUST,519,243,77997962,18904822
West Bengal,2006,THEFTS,12532,2254,287899747,61095553
West Bengal,2006,ROBBERY,426,158,28000059,7073804
West Bengal,2006,BURGLARY,601,138,13223258,3981448
West Bengal,2007,TOTAL (MANUAL),17277,3568,848181023,138824494
West Bengal,2007,OTHER KINDS OF PROP. OFF.,1889,501,183697256,40566051
West Bengal,2007,C.B. OF TRUST,669,228,86764866,17147075
West Bengal,2007,THEFTS,13747,2558,484849575,58315409
West Bengal,2007,BURGLARY,399,87,24526576,1788155
West Bengal,2007,ROBBERY,427,149,34767419,13727735
West Bengal,2007,DACOITY,146,45,33575331,7280069
West Bengal,2008,ROBBERY,613,191,24314515,5813284
West Bengal,2008,TOTAL (MANUAL),21809,4109,926940952,151338168
West Bengal,2008,BURGLARY,462,109,26328271,9090647
West Bengal,2008,DACOITY,184,57,33357037,5611895
West Bengal,2008,THEFTS,17334,2716,472055084,67780201
West Bengal,2008,OTHER KINDS OF PROP. OFF.,2363,762,248753009,34482235
West Bengal,2008,C.B. OF TRUST,853,274,122133036,28559906
West Bengal,2008,COMP. TOTAL (6 TO 15),21809,4109,926940952,151338168
West Bengal,2009,DACOITY,214,41,63527302,17211324
West Bengal,2009,BURGLARY,329,70,26868906,2366488
West Bengal,2009,THEFTS,17133,3168,560520388,94165016
West Bengal,2009,TOTAL (MANUAL),21586,4801,1095102416,223031097
West Bengal,2009,OTHER KINDS OF PROP. OFF.,2263,1048,233499642,55555560
West Bengal,2009,C.B. OF TRUST,896,307,151298531,30082932
West Bengal,2009,ROBBERY,751,167,59387647,23649777
West Bengal,2010,THEFTS,19388,3515,2654448736,509046211
West Bengal,2010,BURGLARY,388,115,35775423,12437625
West Bengal,2010,C.B. OF TRUST,997,202,1065026502,285664678
West Bengal,2010,ROBBERY,798,190,50393917,12010617
West Bengal,2010,OTHER KINDS OF PROP. OFF.,1900,457,1092202860,331606182
West Bengal,2010,TOTAL (MANUAL),23759,4548,5015168687,1168242161
West Bengal,2010,DACOITY,288,69,117321249,17476848
West Bengal,2011,DACOITY,236,58,121224762,27895735
West Bengal,2011,TOTAL (MANUAL),25950,4924,5664861006,1178773330
West Bengal,2011,OTHER KINDS OF PROP. OFF.,1845,642,1700284273,231722666
West Bengal,2011,THEFTS,21446,3676,2831237090,680173583
West Bengal,2011,BURGLARY,455,112,36216323,9217970
West Bengal,2011,C.B. OF TRUST,1208,255,928793835,219453365
West Bengal,2011,ROBBERY,760,181,47104723,10310011
West Bengal,2012,DACOITY,279,86,98548138,33484081
West Bengal,2012,ROBBERY,816,203,70674774,16673761
West Bengal,2012,THEFTS,22991,3873,4184562589,999548094
West Bengal,2012,C.B. OF TRUST,1391,240,1090170009,241486524
West Bengal,2012,TOTAL (MANUAL),28839,5249,7544878177,1817867403
West Bengal,2012,BURGLARY,464,117,29678068,9786308
West Bengal,2012,OTHER KINDS OF PROP. OFF.,2898,730,2071244599,516888635
A&N Islands,2001,THEFTS,65,24,595549,354321
A&N Islands,2001,DACOITY,0,0,0,0
A&N Islands,2001,BURGLARY,64,27,1321961,755858
A&N Islands,2001,C.B. OF TRUST,10,1,1226967,80000
A&N Islands,2001,TOTAL (MANUAL),143,54,3184477,1192179
A&N Islands,2001,ROBBERY,4,2,40000,2000
A&N Islands,2001,OTHER KINDS OF PROP. OFF.,0,0,0,0
A&N Islands,2002,C.B. OF TRUST,4,0,617295,0
A&N Islands,2002,DACOITY,1,1,50000,50000
A&N Islands,2002,ROBBERY,7,6,49300,39350
A&N Islands,2002,BURGLARY,49,13,491892,201275
A&N Islands,2002,OTHER KINDS OF PROP. OFF.,0,0,0,0
A&N Islands,2002,THEFTS,49,17,634234,376134
A&N Islands,2002,TOTAL (MANUAL),110,37,1842721,666759
A&N Islands,2003,C.B. OF TRUST,3,1,271000,1000
A&N Islands,2003,TOTAL (MANUAL),128,40,3183650,1001787
A&N Islands,2003,THEFTS,60,16,1391671,149475
A&N Islands,2003,DACOITY,2,1,107000,7000
A&N Islands,2003,ROBBERY,7,6,345920,162350
A&N Islands,2003,BURGLARY,56,16,1068059,681962
A&N Islands,2003,OTHER KINDS OF PROP. OFF.,0,0,0,0
A&N Islands,2004,BURGLARY,69,30,3208951,1779879
A&N Islands,2004,TOTAL (MANUAL),175,95,5083318,3070433
A&N Islands,2004,OTHER KINDS OF PROP. OFF.,0,0,0,0
A&N Islands,2004,THEFTS,103,63,1812367,1228554
A&N Islands,2004,DACOITY,0,0,0,0
A&N Islands,2004,ROBBERY,3,2,62000,62000
A&N Islands,2004,C.B. OF TRUST,0,0,0,0
A&N Islands,2005,DACOITY,0,0,0,0
A&N Islands,2005,ROBBERY,4,4,44840,44840
A&N Islands,2005,BURGLARY,68,25,3418391,705419
A&N Islands,2005,THEFTS,92,51,5431836,3452224
A&N Islands,2005,C.B. OF TRUST,8,0,252808214,0
A&N Islands,2005,OTHER KINDS OF PROP. OFF.,0,0,0,0
A&N Islands,2005,TOTAL (MANUAL),172,80,261703281,4202483
A&N Islands,2006,THEFTS,101,51,2262203,1306602
A&N Islands,2006,BURGLARY,82,25,2605702,888107
A&N Islands,2006,OTHER KINDS OF PROP. OFF.,0,0,0,0
A&N Islands,2006,TOTAL (MANUAL),191,81,7080770,2216709
A&N Islands,2006,C.B. OF TRUST,3,0,2190825,0
A&N Islands,2006,DACOITY,0,0,0,0
A&N Islands,2006,ROBBERY,5,5,22040,22000
A&N Islands,2007,TOTAL (MANUAL),223,63,10346456,2627416
A&N Islands,2007,OTHER KINDS OF PROP. OFF.,0,0,0,0
A&N Islands,2007,BURGLARY,90,21,3173066,715116
A&N Islands,2007,C.B. OF TRUST,7,0,1477118,0
A&N Islands,2007,DACOITY,5,2,648000,308000
A&N Islands,2007,THEFTS,112,34,4808582,1439610
A&N Islands,2007,ROBBERY,9,6,239690,164690
A&N Islands,2008,ROBBERY,14,10,203400,81200
A&N Islands,2008,C.B. OF TRUST,12,4,4331562,62169
A&N Islands,2008,DACOITY,0,0,0,0
A&N Islands,2008,THEFTS,128,63,5139030,2063545
A&N Islands,2008,OTHER KINDS OF PROP. OFF.,0,0,0,0
A&N Islands,2008,TOTAL (MANUAL),232,112,12614678,3878055
A&N Islands,2008,BURGLARY,78,35,2940686,1671141
A&N Islands,2009,BURGLARY,86,29,4793680,2269980
A&N Islands,2009,TOTAL (MANUAL),238,106,10328590,6081185
A&N Islands,2009,OTHER KINDS OF PROP. OFF.,0,0,0,0
A&N Islands,2009,THEFTS,134,68,5124807,3623505
A&N Islands,2009,DACOITY,0,0,0,0
A&N Islands,2009,ROBBERY,11,9,222200,187700
A&N Islands,2009,C.B. OF TRUST,7,0,187903,0
A&N Islands,2010,BURGLARY,80,34,1955919,657512
A&N Islands,2010,OTHER KINDS OF PROP. OFF.,0,0,0,0
A&N Islands,2010,TOTAL (MANUAL),219,90,8005476,1877591
A&N Islands,2010,DACOITY,1,0,86150,0
A&N Islands,2010,C.B. OF TRUST,10,2,530144,147644
A&N Islands,2010,THEFTS,121,51,5115182,1012355
A&N Islands,2010,ROBBERY,7,3,318081,60080
A&N Islands,2011,DACOITY,1,0,50000,0
A&N Islands,2011,OTHER KINDS OF PROP. OFF.,0,0,0,0
A&N Islands,2011,C.B. OF TRUST,3,2,3549942,151100
A&N Islands,2011,ROBBERY,1,0,8000,0
A&N Islands,2011,THEFTS,88,46,3678315,1665776
A&N Islands,2011,BURGLARY,99,37,6765662,1951088
A&N Islands,2011,TOTAL (MANUAL),192,85,14051919,3767964
A&N Islands,2012,DACOITY,5,1,810000,120000
A&N Islands,2012,COMP. TOTAL (6 TO 15),177,62,35622182,2876063
A&N Islands,2012,TOTAL (MANUAL),177,62,35622182,2876063
A&N Islands,2012,OTHER KINDS OF PROP. OFF.,23,2,23140008,210000
A&N Islands,2012,C.B. OF TRUST,5,1,1657650,8750
A&N Islands,2012,THEFTS,71,28,5614171,996447
A&N Islands,2012,BURGLARY,71,29,4362753,1536866
A&N Islands,2012,ROBBERY,2,1,37600,4000
Chandigarh,2001,BURGLARY,364,119,10217378,1804823
Chandigarh,2001,C.B. OF TRUST,26,18,1433500,1288000
Chandigarh,2001,OTHER KINDS OF PROP. OFF.,2,2,101000,101000
Chandigarh,2001,TOTAL (MANUAL),1948,714,49527109,21114612
Chandigarh,2001,DACOITY,5,4,92000,30000
Chandigarh,2001,ROBBERY,22,15,727030,539910
Chandigarh,2001,THEFTS,1529,556,36956201,17350879
Chandigarh,2002,ROBBERY,26,18,550841,251775
Chandigarh,2002,DACOITY,1,1,23200,23200
Chandigarh,2002,THEFTS,1647,474,55684102,18650040
Chandigarh,2002,TOTAL (MANUAL),2055,604,71383551,23029062
Chandigarh,2002,C.B. OF TRUST,35,18,1041146,676746
Chandigarh,2002,BURGLARY,336,83,13967262,3310301
Chandigarh,2002,OTHER KINDS OF PROP. OFF.,10,10,117000,117000
Chandigarh,2003,THEFTS,1238,634,52705394,24783498
Chandigarh,2003,C.B. OF TRUST,32,7,1812812,560000
Chandigarh,2003,OTHER KINDS OF PROP. OFF.,89,38,1214855,628580
Chandigarh,2003,TOTAL (MANUAL),1578,775,63722359,27951461
Chandigarh,2003,DACOITY,3,3,15200,10884
Chandigarh,2003,BURGLARY,204,85,7223758,1336159
Chandigarh,2003,ROBBERY,12,8,750340,632340
Chandigarh,2004,OTHER KINDS OF PROP. OFF.,101,62,1479695,926795
Chandigarh,2004,C.B. OF TRUST,23,9,10309952,8725852
Chandigarh,2004,THEFTS,1459,697,51628049,24910865
Chandigarh,2004,BURGLARY,186,75,11436390,1438860
Chandigarh,2004,ROBBERY,6,6,213500,213500
Chandigarh,2004,DACOITY,0,0,0,0
Chandigarh,2004,TOTAL (MANUAL),1775,849,75067586,36215872
Chandigarh,2005,THEFTS,1373,585,51774386,16469300
Chandigarh,2005,C.B. OF TRUST,41,22,7703068,2560950
Chandigarh,2005,BURGLARY,223,105,7108230,2806616
Chandigarh,2005,OTHER KINDS OF PROP. OFF.,147,84,1211990,923200
Chandigarh,2005,ROBBERY,12,10,1085150,1039650
Chandigarh,2005,TOTAL (MANUAL),1796,806,68882824,23799716
Chandigarh,2005,DACOITY,0,0,0,0
Chandigarh,2006,DACOITY,1,0,0,0
Chandigarh,2006,TOTAL (MANUAL),1648,834,61267281,29172639
Chandigarh,2006,OTHER KINDS OF PROP. OFF.,131,73,1658915,506830
Chandigarh,2006,C.B. OF TRUST,59,35,16002635,11670864
Chandigarh,2006,THEFTS,1234,597,36268500,13750425
Chandigarh,2006,BURGLARY,189,98,6810631,2923970
Chandigarh,2006,ROBBERY,34,31,526600,320550
Chandigarh,2007,ROBBERY,37,31,1616410,652410
Chandigarh,2007,DACOITY,2,2,29000,29000
Chandigarh,2007,BURGLARY,191,63,8182250,2197700
Chandigarh,2007,THEFTS,1740,612,84828820,24353940
Chandigarh,2007,C.B. OF TRUST,38,16,3058877,1915510
Chandigarh,2007,OTHER KINDS OF PROP. OFF.,193,84,2056850,1276650
Chandigarh,2007,TOTAL (MANUAL),2201,808,99772207,30425210
Chandigarh,2008,COMP. TOTAL (6 TO 15),2529,810,119337288,42022211
Chandigarh,2008,TOTAL (MANUAL),2529,810,119337288,42022211
Chandigarh,2008,OTHER KINDS OF PROP. OFF.,220,105,1843350,927350
Chandigarh,2008,C.B. OF TRUST,37,16,18228424,10373722
Chandigarh,2008,DACOITY,1,1,110000,110000
Chandigarh,2008,ROBBERY,23,22,270600,268600
Chandigarh,2008,BURGLARY,257,98,12238993,2380893
Chandigarh,2008,THEFTS,1991,568,86645921,27961646
Chandigarh,2009,ROBBERY,27,22,883650,492950
Chandigarh,2009,THEFTS,1731,495,83782453,20914820
Chandigarh,2009,OTHER KINDS OF PROP. OFF.,234,88,3171735,1761715
Chandigarh,2009,C.B. OF TRUST,38,12,4296050,1368760
Chandigarh,2009,BURGLARY,241,48,15450340,1786400
Chandigarh,2009,DACOITY,4,4,515000,515000
Chandigarh,2009,TOTAL (MANUAL),2275,669,108099228,26839645
Chandigarh,2010,C.B. OF TRUST,23,5,1356000,280000
Chandigarh,2010,DACOITY,5,5,36000,36000
Chandigarh,2010,THEFTS,1481,468,97718156,45899383
Chandigarh,2010,ROBBERY,67,52,3409440,567140
Chandigarh,2010,OTHER KINDS OF PROP. OFF.,243,109,4040770,2512830
Chandigarh,2010,TOTAL (MANUAL),2055,725,120437559,52203913
Chandigarh,2010,BURGLARY,236,86,13877193,2908560
Chandigarh,2011,TOTAL (MANUAL),2130,823,342420487,158142827
Chandigarh,2011,C.B. OF TRUST,25,12,32456287,5011287
Chandigarh,2011,BURGLARY,285,90,14912330,2763700
Chandigarh,2011,THEFTS,1502,532,167186580,24588740
Chandigarh,2011,DACOITY,6,5,120046000,120045200
Chandigarh,2011,ROBBERY,68,59,1795450,843310
Chandigarh,2011,OTHER KINDS OF PROP. OFF.,244,125,6023840,4890590
Chandigarh,2012,COMP. TOTAL (6 TO 15),2098,918,102219188,52250578
Chandigarh,2012,ROBBERY,63,48,2016580,392580
Chandigarh,2012,OTHER KINDS OF PROP. OFF.,214,129,4503050,3176850
Chandigarh,2012,TOTAL (MANUAL),2098,918,102219188,52250578
Chandigarh,2012,BURGLARY,235,85,21680300,15860500
Chandigarh,2012,THEFTS,1549,626,59660170,19029370
Chandigarh,2012,C.B. OF TRUST,34,27,14243188,13675378
Chandigarh,2012,DACOITY,3,3,115900,115900
D&N Haveli,2001,OTHER KINDS OF PROP. OFF.,12,2,3127831,351780
D&N Haveli,2001,C.B. OF TRUST,13,10,5411354,3702374
D&N Haveli,2001,TOTAL (MANUAL),106,43,11604547,5314436
D&N Haveli,2001,THEFTS,45,19,1049398,330567
D&N Haveli,2001,DACOITY,0,0,0,0
D&N Haveli,2001,ROBBERY,2,2,682575,682575
D&N Haveli,2001,BURGLARY,34,10,1333389,247140
D&N Haveli,2002,DACOITY,1,0,46650,0
D&N Haveli,2002,TOTAL (MANUAL),132,69,14931390,6083651
D&N Haveli,2002,BURGLARY,38,13,2525660,1145571
D&N Haveli,2002,THEFTS,72,43,5023160,2688430
D&N Haveli,2002,ROBBERY,1,0,282000,0
D&N Haveli,2002,C.B. OF TRUST,12,5,6528920,1724650
D&N Haveli,2002,OTHER KINDS OF PROP. OFF.,8,8,525000,525000
D&N Haveli,2003,ROBBERY,6,6,337200,334000
D&N Haveli,2003,BURGLARY,41,12,6259345,3336861
D&N Haveli,2003,DACOITY,4,1,39070,10000
D&N Haveli,2003,C.B. OF TRUST,8,6,4435541,1215861
D&N Haveli,2003,THEFTS,61,25,50355250,586920
D&N Haveli,2003,TOTAL (MANUAL),132,58,74116906,6909142
D&N Haveli,2003,OTHER KINDS OF PROP. OFF.,12,8,12690500,1425500
D&N Haveli,2004,DACOITY,3,3,452250,433550
D&N Haveli,2004,ROBBERY,2,1,423000,300000
D&N Haveli,2004,TOTAL (MANUAL),112,50,618751642,7241446
D&N Haveli,2004,C.B. OF TRUST,12,8,606187858,5182865
D&N Haveli,2004,OTHER KINDS OF PROP. OFF.,22,6,7898313,341000
D&N Haveli,2004,THEFTS,53,27,2751350,634017
D&N Haveli,2004,BURGLARY,20,5,1038871,350014
D&N Haveli,2005,C.B. OF TRUST,12,8,7514220,5243420
D&N Haveli,2005,OTHER KINDS OF PROP. OFF.,10,7,4234700,2903800
D&N Haveli,2005,TOTAL (MANUAL),126,66,24498525,15960625
D&N Haveli,2005,DACOITY,3,3,117200,117200
D&N Haveli,2005,ROBBERY,2,2,75000,75000
D&N Haveli,2005,THEFTS,74,37,6300155,2459055
